name,label
Crown Castle Inc.,"{""Management_Of_Legal_And_Regulatory_Framework"": 303, ""Systemic_Risk_Management"": 76, ""Business_Model_Resilience"": 18, ""Energy_Management"": 25, ""Competitive_Behavior"": 65, ""Data_Security"": 7, ""Human_Rights_And_Community_Relations"": 2, ""Employee_Engagement_Inclusion_And_Diversity"": 3, ""Labor_Practices"": 6, ""Waste_And_Hazardous_Materials_Management"": 1, ""Business_Ethics"": 22, ""Employee_Health_And_Safety"": 5, ""Critical_Incident_Risk_Management"": 2, ""Supply_Chain_Management"": 1, ""Air_Quality"": 1, ""Physical_Impacts_Of_Climate_Change"": 3, ""Director_Removal"": 34}"
Csx Corporation,"{""Business_Model_Resilience"": 11, ""Management_Of_Legal_And_Regulatory_Framework"": 134, ""Employee_Health_And_Safety"": 17, ""Supply_Chain_Management"": 6, ""Systemic_Risk_Management"": 84, ""Business_Ethics"": 18, ""Labor_Practices"": 14, ""Product_Design_And_Lifecycle_Management"": 7, ""Competitive_Behavior"": 27, ""Air_Quality"": 1, ""Critical_Incident_Risk_Management"": 1, ""Waste_And_Hazardous_Materials_Management"": 14, ""GHG_Emissions"": 1, ""Data_Security"": 3, ""Physical_Impacts_Of_Climate_Change"": 1, ""Energy_Management"": 9, ""Director_Removal"": 5, ""Customer_Welfare"": 1, ""Employee_Engagement_Inclusion_And_Diversity"": 6, ""Customer_Privacy"": 1, ""Ecological_Impacts"": 1}"
Cummins Inc.,"{""Management_Of_Legal_And_Regulatory_Framework"": 193, ""Business_Model_Resilience"": 13, ""Business_Ethics"": 15, ""Product_Design_And_Lifecycle_Management"": 57, ""Physical_Impacts_Of_Climate_Change"": 10, ""Supply_Chain_Management"": 21, ""Energy_Management"": 18, ""Competitive_Behavior"": 69, ""Air_Quality"": 11, ""Systemic_Risk_Management"": 121, ""GHG_Emissions"": 7, ""Water_And_Wastewater_Management"": 1, ""Product_Quality_And_Safety"": 6, ""Waste_And_Hazardous_Materials_Management"": 2, ""Labor_Practices"": 8, ""Employee_Engagement_Inclusion_And_Diversity"": 8, ""Employee_Health_And_Safety"": 3, ""Director_Removal"": 8, ""Data_Security"": 3, ""Customer_Welfare"": 2}"
Cvs Health Corporation,"{""Access_And_Affordability"": 46, ""Business_Model_Resilience"": 16, ""Systemic_Risk_Management"": 60, ""Management_Of_Legal_And_Regulatory_Framework"": 154, ""Business_Ethics"": 26, ""Director_Removal"": 25, ""Employee_Health_And_Safety"": 18, ""Employee_Engagement_Inclusion_And_Diversity"": 15, ""Competitive_Behavior"": 16, ""Ecological_Impacts"": 4, ""Customer_Welfare"": 3, ""Supply_Chain_Management"": 6, ""Human_Rights_And_Community_Relations"": 1, ""Labor_Practices"": 18, ""Waste_And_Hazardous_Materials_Management"": 4, ""Product_Design_And_Lifecycle_Management"": 3, ""Physical_Impacts_Of_Climate_Change"": 2, ""Product_Quality_And_Safety"": 4, ""GHG_Emissions"": 4, ""Data_Security"": 1, ""Energy_Management"": 5, ""Customer_Privacy"": 3}"
News Corporation Class B,"{""Business_Model_Resilience"": 10, ""Product_Design_And_Lifecycle_Management"": 8, ""Management_Of_Legal_And_Regulatory_Framework"": 78, ""Systemic_Risk_Management"": 32, ""Competitive_Behavior"": 33, ""Labor_Practices"": 7, ""Business_Ethics"": 7, ""Director_Removal"": 5, ""Data_Security"": 1, ""Supply_Chain_Management"": 1, ""Energy_Management"": 1}"
Danaher Corporation,"{""Systemic_Risk_Management"": 112, ""Business_Model_Resilience"": 26, ""Access_And_Affordability"": 3, ""Product_Design_And_Lifecycle_Management"": 51, ""Competitive_Behavior"": 58, ""Customer_Welfare"": 15, ""Management_Of_Legal_And_Regulatory_Framework"": 252, ""Physical_Impacts_Of_Climate_Change"": 4, ""Product_Quality_And_Safety"": 15, ""Waste_And_Hazardous_Materials_Management"": 4, ""Employee_Health_And_Safety"": 10, ""Supply_Chain_Management"": 6, ""Labor_Practices"": 7, ""Employee_Engagement_Inclusion_And_Diversity"": 6, ""Selling_Practices_And_Product_Labeling"": 6, ""Business_Ethics"": 23, ""Data_Security"": 18, ""Customer_Privacy"": 1, ""Critical_Incident_Risk_Management"": 1, ""Energy_Management"": 4, ""Director_Removal"": 9}"
"Darden Restaurants, Inc.","{""Competitive_Behavior"": 32, ""Business_Model_Resilience"": 19, ""Customer_Welfare"": 33, ""Product_Design_And_Lifecycle_Management"": 4, ""Labor_Practices"": 18, ""Employee_Health_And_Safety"": 9, ""Employee_Engagement_Inclusion_And_Diversity"": 15, ""Supply_Chain_Management"": 8, ""Product_Quality_And_Safety"": 8, ""GHG_Emissions"": 3, ""Systemic_Risk_Management"": 69, ""Management_Of_Legal_And_Regulatory_Framework"": 117, ""Director_Removal"": 5, ""Energy_Management"": 3, ""Critical_Incident_Risk_Management"": 3, ""Data_Security"": 9, ""Selling_Practices_And_Product_Labeling"": 1, ""Ecological_Impacts"": 1, ""Access_And_Affordability"": 2, ""Customer_Privacy"": 3, ""Business_Ethics"": 20, ""Physical_Impacts_Of_Climate_Change"": 2}"
Davita Inc.,"{""Access_And_Affordability"": 67, ""Supply_Chain_Management"": 8, ""Human_Rights_And_Community_Relations"": 3, ""Management_Of_Legal_And_Regulatory_Framework"": 272, ""Business_Ethics"": 37, ""Employee_Health_And_Safety"": 9, ""Physical_Impacts_Of_Climate_Change"": 8, ""Customer_Welfare"": 5, ""Director_Removal"": 6, ""Labor_Practices"": 25, ""Data_Security"": 25, ""Competitive_Behavior"": 41, ""Customer_Privacy"": 5, ""Critical_Incident_Risk_Management"": 5, ""Waste_And_Hazardous_Materials_Management"": 1, ""Product_Design_And_Lifecycle_Management"": 2, ""Employee_Engagement_Inclusion_And_Diversity"": 9, ""Systemic_Risk_Management"": 98, ""Product_Quality_And_Safety"": 3, ""Business_Model_Resilience"": 9, ""Energy_Management"": 2}"
"Dayforce, Inc.","{""Business_Model_Resilience"": 29, ""Product_Design_And_Lifecycle_Management"": 15, ""Labor_Practices"": 19, ""Employee_Engagement_Inclusion_And_Diversity"": 15, ""Management_Of_Legal_And_Regulatory_Framework"": 168, ""Systemic_Risk_Management"": 91, ""Competitive_Behavior"": 32, ""Business_Ethics"": 23, ""Employee_Health_And_Safety"": 2, ""Access_And_Affordability"": 2, ""Customer_Privacy"": 3, ""Director_Removal"": 8, ""Data_Security"": 13, ""Ecological_Impacts"": 2, ""Critical_Incident_Risk_Management"": 1, ""Physical_Impacts_Of_Climate_Change"": 1, ""Energy_Management"": 1, ""Water_And_Wastewater_Management"": 1}"
Deckers Outdoor Corp,"{""Business_Model_Resilience"": 15, ""Product_Design_And_Lifecycle_Management"": 83, ""Supply_Chain_Management"": 17, ""Human_Rights_And_Community_Relations"": 3, ""Management_Of_Legal_And_Regulatory_Framework"": 145, ""Systemic_Risk_Management"": 64, ""Customer_Privacy"": 5, ""Employee_Engagement_Inclusion_And_Diversity"": 14, ""Waste_And_Hazardous_Materials_Management"": 2, ""Labor_Practices"": 9, ""Business_Ethics"": 19, ""Employee_Health_And_Safety"": 3, ""Water_And_Wastewater_Management"": 1, ""Competitive_Behavior"": 44, ""Physical_Impacts_Of_Climate_Change"": 4, ""Data_Security"": 7, ""Product_Quality_And_Safety"": 1, ""Director_Removal"": 3, ""Customer_Welfare"": 1, ""Selling_Practices_And_Product_Labeling"": 2}"
Deere & Company,"{""Business_Model_Resilience"": 8, ""Product_Design_And_Lifecycle_Management"": 28, ""Systemic_Risk_Management"": 93, ""Labor_Practices"": 5, ""Ecological_Impacts"": 1, ""Access_And_Affordability"": 3, ""Human_Rights_And_Community_Relations"": 2, ""Supply_Chain_Management"": 10, ""Waste_And_Hazardous_Materials_Management"": 1, ""Customer_Welfare"": 2, ""Critical_Incident_Risk_Management"": 1, ""GHG_Emissions"": 2, ""Management_Of_Legal_And_Regulatory_Framework"": 121, ""Energy_Management"": 3, ""Competitive_Behavior"": 27, ""Data_Security"": 1, ""Business_Ethics"": 10}"
"Delta Air Lines, Inc.","{""Customer_Privacy"": 22, ""Management_Of_Legal_And_Regulatory_Framework"": 615, ""Systemic_Risk_Management"": 137, ""Director_Removal"": 20, ""Competitive_Behavior"": 76, ""Employee_Engagement_Inclusion_And_Diversity"": 6, ""Business_Model_Resilience"": 30, ""Energy_Management"": 25, ""Product_Design_And_Lifecycle_Management"": 10, ""Supply_Chain_Management"": 6, ""GHG_Emissions"": 12, ""Employee_Health_And_Safety"": 4, ""Labor_Practices"": 20, ""Waste_And_Hazardous_Materials_Management"": 5, ""Air_Quality"": 9, ""Critical_Incident_Risk_Management"": 6, ""Product_Quality_And_Safety"": 1, ""Data_Security"": 8, ""Physical_Impacts_Of_Climate_Change"": 5, ""Business_Ethics"": 33, ""Customer_Welfare"": 2, ""Access_And_Affordability"": 1}"
Devon Energy Corporation,"{""Management_Of_Legal_And_Regulatory_Framework"": 211, ""Business_Ethics"": 15, ""GHG_Emissions"": 26, ""Business_Model_Resilience"": 39, ""Systemic_Risk_Management"": 89, ""Competitive_Behavior"": 58, ""Human_Rights_And_Community_Relations"": 1, ""Water_And_Wastewater_Management"": 3, ""Employee_Health_And_Safety"": 3, ""Labor_Practices"": 15, ""Employee_Engagement_Inclusion_And_Diversity"": 8, ""Ecological_Impacts"": 13, ""Director_Removal"": 20, ""Energy_Management"": 2, ""Waste_And_Hazardous_Materials_Management"": 1, ""Physical_Impacts_Of_Climate_Change"": 6, ""Air_Quality"": 2, ""Product_Design_And_Lifecycle_Management"": 3, ""Data_Security"": 3, ""Supply_Chain_Management"": 3}"
"Diamondback Energy, Inc.","{""Management_Of_Legal_And_Regulatory_Framework"": 304, ""Business_Ethics"": 20, ""GHG_Emissions"": 63, ""Business_Model_Resilience"": 76, ""Systemic_Risk_Management"": 127, ""Physical_Impacts_Of_Climate_Change"": 11, ""Labor_Practices"": 3, ""Data_Security"": 8, ""Ecological_Impacts"": 52, ""Supply_Chain_Management"": 8, ""Competitive_Behavior"": 83, ""Water_And_Wastewater_Management"": 16, ""Energy_Management"": 4, ""Waste_And_Hazardous_Materials_Management"": 10, ""Air_Quality"": 5, ""Product_Quality_And_Safety"": 2, ""Employee_Health_And_Safety"": 16, ""Employee_Engagement_Inclusion_And_Diversity"": 6, ""Product_Design_And_Lifecycle_Management"": 4, ""Director_Removal"": 4, ""Customer_Privacy"": 4}"
"Digital Realty Trust, Inc.","{""Business_Model_Resilience"": 91, ""Competitive_Behavior"": 74, ""Management_Of_Legal_And_Regulatory_Framework"": 252, ""Systemic_Risk_Management"": 153, ""Business_Ethics"": 41, ""Data_Security"": 24, ""Product_Design_And_Lifecycle_Management"": 9, ""Supply_Chain_Management"": 7, ""Director_Removal"": 14, ""Employee_Engagement_Inclusion_And_Diversity"": 16, ""Energy_Management"": 33, ""Water_And_Wastewater_Management"": 3, ""Physical_Impacts_Of_Climate_Change"": 8, ""GHG_Emissions"": 8, ""Customer_Privacy"": 2, ""Labor_Practices"": 28, ""Waste_And_Hazardous_Materials_Management"": 8, ""Air_Quality"": 2, ""Employee_Health_And_Safety"": 5, ""Ecological_Impacts"": 1}"
Discover Financial Services,"{""Systemic_Risk_Management"": 215, ""Business_Model_Resilience"": 13, ""Customer_Privacy"": 13, ""Employee_Engagement_Inclusion_And_Diversity"": 17, ""Access_And_Affordability"": 2, ""Business_Ethics"": 36, ""Competitive_Behavior"": 49, ""Critical_Incident_Risk_Management"": 1, ""Management_Of_Legal_And_Regulatory_Framework"": 271, ""Product_Design_And_Lifecycle_Management"": 7, ""Customer_Welfare"": 1, ""Data_Security"": 16, ""Director_Removal"": 11, ""Labor_Practices"": 5, ""Physical_Impacts_Of_Climate_Change"": 2, ""Employee_Health_And_Safety"": 1, ""Energy_Management"": 1}"
Dollar Tree Inc.,"{""Product_Design_And_Lifecycle_Management"": 40, ""Management_Of_Legal_And_Regulatory_Framework"": 217, ""Supply_Chain_Management"": 20, ""Business_Model_Resilience"": 25, ""Employee_Engagement_Inclusion_And_Diversity"": 23, ""Labor_Practices"": 74, ""Director_Removal"": 75, ""Business_Ethics"": 30, ""Data_Security"": 12, ""Customer_Welfare"": 12, ""GHG_Emissions"": 1, ""Systemic_Risk_Management"": 43, ""Employee_Health_And_Safety"": 22, ""Competitive_Behavior"": 39, ""Energy_Management"": 2, ""Customer_Privacy"": 2, ""Access_And_Affordability"": 1, ""Product_Quality_And_Safety"": 2, ""Physical_Impacts_Of_Climate_Change"": 5, ""Critical_Incident_Risk_Management"": 1, ""Selling_Practices_And_Product_Labeling"": 1}"
"Dominion Energy, Inc","{""Energy_Management"": 123, ""Systemic_Risk_Management"": 117, ""GHG_Emissions"": 48, ""Employee_Engagement_Inclusion_And_Diversity"": 9, ""Employee_Health_And_Safety"": 9, ""Business_Model_Resilience"": 8, ""Management_Of_Legal_And_Regulatory_Framework"": 482, ""Business_Ethics"": 29, ""Competitive_Behavior"": 54, ""Air_Quality"": 4, ""Labor_Practices"": 12, ""Data_Security"": 6, ""Waste_And_Hazardous_Materials_Management"": 9, ""Physical_Impacts_Of_Climate_Change"": 6, ""Ecological_Impacts"": 6, ""Supply_Chain_Management"": 1, ""Critical_Incident_Risk_Management"": 5, ""Director_Removal"": 7, ""Product_Design_And_Lifecycle_Management"": 1, ""Water_And_Wastewater_Management"": 4}"
Dover Corporation,"{""Systemic_Risk_Management"": 85, ""Competitive_Behavior"": 37, ""Business_Model_Resilience"": 27, ""Supply_Chain_Management"": 22, ""Product_Design_And_Lifecycle_Management"": 55, ""Human_Rights_And_Community_Relations"": 1, ""Employee_Engagement_Inclusion_And_Diversity"": 5, ""Management_Of_Legal_And_Regulatory_Framework"": 145, ""Energy_Management"": 7, ""Employee_Health_And_Safety"": 4, ""Waste_And_Hazardous_Materials_Management"": 4, ""Water_And_Wastewater_Management"": 1, ""GHG_Emissions"": 1, ""Labor_Practices"": 9, ""Business_Ethics"": 14, ""Data_Security"": 6, ""Product_Quality_And_Safety"": 2, ""Director_Removal"": 7, ""Critical_Incident_Risk_Management"": 1, ""Customer_Welfare"": 1}"
"Dupont De Nemours, Inc.","{""Management_Of_Legal_And_Regulatory_Framework"": 216, ""Product_Quality_And_Safety"": 8, ""Business_Ethics"": 12, ""Supply_Chain_Management"": 8, ""Systemic_Risk_Management"": 144, ""Business_Model_Resilience"": 20, ""Product_Design_And_Lifecycle_Management"": 33, ""Water_And_Wastewater_Management"": 6, ""Competitive_Behavior"": 37, ""GHG_Emissions"": 3, ""Employee_Engagement_Inclusion_And_Diversity"": 5, ""Employee_Health_And_Safety"": 6, ""Customer_Privacy"": 1, ""Data_Security"": 4, ""Air_Quality"": 3, ""Labor_Practices"": 5, ""Physical_Impacts_Of_Climate_Change"": 4, ""Director_Removal"": 7, ""Ecological_Impacts"": 3, ""Waste_And_Hazardous_Materials_Management"": 2, ""Energy_Management"": 1, ""Customer_Welfare"": 2}"
Eastman Chemical Company,"{""Business_Model_Resilience"": 7, ""Supply_Chain_Management"": 11, ""Product_Design_And_Lifecycle_Management"": 36, ""Employee_Engagement_Inclusion_And_Diversity"": 3, ""Employee_Health_And_Safety"": 1, ""Systemic_Risk_Management"": 101, ""Waste_And_Hazardous_Materials_Management"": 5, ""Energy_Management"": 2, ""Management_Of_Legal_And_Regulatory_Framework"": 149, ""GHG_Emissions"": 2, ""Customer_Welfare"": 5, ""Product_Quality_And_Safety"": 3, ""Competitive_Behavior"": 21, ""Physical_Impacts_Of_Climate_Change"": 2, ""Data_Security"": 1, ""Business_Ethics"": 10, ""Director_Removal"": 4, ""Labor_Practices"": 5, ""Access_And_Affordability"": 1, ""Critical_Incident_Risk_Management"": 1}"
"Eaton Corporation, Plcs","{""Product_Design_And_Lifecycle_Management"": 23, ""Business_Model_Resilience"": 19, ""Supply_Chain_Management"": 12, ""Energy_Management"": 9, ""Employee_Health_And_Safety"": 3, ""Employee_Engagement_Inclusion_And_Diversity"": 7, ""GHG_Emissions"": 4, ""Management_Of_Legal_And_Regulatory_Framework"": 159, ""Systemic_Risk_Management"": 76, ""Air_Quality"": 2, ""Physical_Impacts_Of_Climate_Change"": 5, ""Competitive_Behavior"": 26, ""Ecological_Impacts"": 2, ""Data_Security"": 4, ""Director_Removal"": 7, ""Business_Ethics"": 14, ""Labor_Practices"": 2, ""Water_And_Wastewater_Management"": 1, ""Product_Quality_And_Safety"": 1}"
Ebay Inc,"{""Management_Of_Legal_And_Regulatory_Framework"": 184, ""Business_Ethics"": 21, ""Systemic_Risk_Management"": 109, ""Competitive_Behavior"": 80, ""Product_Design_And_Lifecycle_Management"": 12, ""Access_And_Affordability"": 2, ""Physical_Impacts_Of_Climate_Change"": 2, ""Product_Quality_And_Safety"": 3, ""Data_Security"": 8, ""Customer_Privacy"": 8, ""Employee_Engagement_Inclusion_And_Diversity"": 8, ""Human_Rights_And_Community_Relations"": 1, ""Business_Model_Resilience"": 12, ""Supply_Chain_Management"": 1, ""Labor_Practices"": 3, ""Employee_Health_And_Safety"": 1, ""Selling_Practices_And_Product_Labeling"": 1, ""Director_Removal"": 4}"
"Host Hotels & Resorts, Inc.","{""Competitive_Behavior"": 64, ""Business_Model_Resilience"": 33, ""Customer_Privacy"": 2, ""Management_Of_Legal_And_Regulatory_Framework"": 181, ""Systemic_Risk_Management"": 114, ""Data_Security"": 9, ""Energy_Management"": 8, ""Product_Design_And_Lifecycle_Management"": 17, ""Critical_Incident_Risk_Management"": 2, ""Business_Ethics"": 18, ""Waste_And_Hazardous_Materials_Management"": 1, ""Employee_Engagement_Inclusion_And_Diversity"": 4, ""Employee_Health_And_Safety"": 1, ""Director_Removal"": 8, ""Product_Quality_And_Safety"": 1, ""Labor_Practices"": 4}"
"Ecolab, Inc.","{""Employee_Health_And_Safety"": 14, ""Product_Design_And_Lifecycle_Management"": 56, ""Systemic_Risk_Management"": 99, ""Management_Of_Legal_And_Regulatory_Framework"": 215, ""Supply_Chain_Management"": 6, ""Water_And_Wastewater_Management"": 13, ""Business_Model_Resilience"": 17, ""Customer_Welfare"": 6, ""Product_Quality_And_Safety"": 15, ""GHG_Emissions"": 7, ""Energy_Management"": 2, ""Employee_Engagement_Inclusion_And_Diversity"": 7, ""Access_And_Affordability"": 5, ""Business_Ethics"": 16, ""Ecological_Impacts"": 3, ""Waste_And_Hazardous_Materials_Management"": 5, ""Competitive_Behavior"": 35, ""Selling_Practices_And_Product_Labeling"": 2, ""Physical_Impacts_Of_Climate_Change"": 5, ""Director_Removal"": 5, ""Data_Security"": 4, ""Labor_Practices"": 2}"
Edison International,"{""Management_Of_Legal_And_Regulatory_Framework"": 302, ""Systemic_Risk_Management"": 127, ""Business_Model_Resilience"": 9, ""GHG_Emissions"": 16, ""Physical_Impacts_Of_Climate_Change"": 74, ""Employee_Health_And_Safety"": 20, ""Critical_Incident_Risk_Management"": 37, ""Supply_Chain_Management"": 4, ""Energy_Management"": 43, ""Air_Quality"": 2, ""Competitive_Behavior"": 24, ""Labor_Practices"": 7, ""Waste_And_Hazardous_Materials_Management"": 6, ""Business_Ethics"": 13, ""Product_Quality_And_Safety"": 5, ""Water_And_Wastewater_Management"": 5, ""Data_Security"": 6, ""Ecological_Impacts"": 3, ""Director_Removal"": 5, ""Employee_Engagement_Inclusion_And_Diversity"": 6, ""Customer_Privacy"": 1}"
Edwards Lifesciences Corp,"{""Employee_Health_And_Safety"": 37, ""Business_Model_Resilience"": 17, ""Access_And_Affordability"": 41, ""Employee_Engagement_Inclusion_And_Diversity"": 20, ""Director_Removal"": 10, ""Human_Rights_And_Community_Relations"": 1, ""Systemic_Risk_Management"": 120, ""Management_Of_Legal_And_Regulatory_Framework"": 320, ""Competitive_Behavior"": 63, ""Product_Design_And_Lifecycle_Management"": 64, ""Waste_And_Hazardous_Materials_Management"": 4, ""Product_Quality_And_Safety"": 22, ""Customer_Welfare"": 2, ""Selling_Practices_And_Product_Labeling"": 14, ""Business_Ethics"": 45, ""Critical_Incident_Risk_Management"": 2, ""Data_Security"": 16, ""Physical_Impacts_Of_Climate_Change"": 4, ""Supply_Chain_Management"": 3, ""Energy_Management"": 2, ""Labor_Practices"": 6, ""Customer_Privacy"": 1}"
